id,rdnm,store_code, mon_sales , mon_sales_count ,weekdays_sales_rate,weekend_sales_rate,weekdays_sales_coount,weekend_sales_count,breakfast(06~11),lunch(11~17),dinner(17~06),men_sales_rate,women_sales_rate
3070,목동중앙본로7길,한식,266947035,14096,23,77,9727,4369,2,56,42,51,49
3071,목동중앙본로7길,중식,54666598,2589,46,54,1405,1184,0,58,42,57,43
3072,목동중앙본로7길,분식,12204694,1633,26,74,1221,412,7,27,66,62,38
3073,목동중앙본로7길,패스트푸드점,39289515,1987,46,54,1057,930,-1,28,73,52,48
3074,목동중앙본로7길,닭/오리요리,43280177,2495,36,64,1620,875,0,7,93,66,34
3075,목동중앙본로7길,제과제빵떡케익,91174828,9692,6617,68,6617,3075,12,43,45,43,57
3076,목동중앙본로7길,커피점/카페,51660699,9017,32,68,6122,2895,12,54,34,37,63
3077,목동중앙본로7길,유흥주점,78636670,2187,23,77,1563,624,0,0,100,50,50
3078,목동중앙북로16길,중식,65236775,3563,39,61,2150,1413,1,57,42,58,42
3079,목동중앙북로16길,제과제빵떡케익,131461,14,14,100,14,0,0,100,0,50,50
3080,목동중앙북로16길,커피점/카페,10691945,1614,6,94,1454,160,-1,63,38,46,54
3081,목동중앙북로8길,한식,88465602,3929,32,68,3166,763,-1,42,59,50,50
3082,목동중앙북로8길,패스트푸드점,118138783,4719,41,59,2753,1966,0,39,61,46,54
3083,목동중앙북로8길,커피점/카페,11110104,1123,49,51,687,436,10,68,22,22,78
3084,목동중앙북로8길,유흥주점,25934206,545,27,73,400,145,-1,0,101,72,28
3085,목동중앙서로7길,한식,583768863,18014,29,71,12106,5908,0,27,73,56,44
3086,목동중앙서로7길,중식,4193400,926,21,79,728,198,1,24,75,40,60
3087,목동중앙서로7길,닭/오리요리,51037208,2445,42,58,1408,1037,-1,17,84,46,54
3088,목동중앙서로7길,커피점/카페,43393522,6567,17,83,5415,1152,12,59,29,56,44
3089,목동중앙서로7길,유흥주점,71682859,1367,30,70,1001,366,0,0,100,85,15
3090,목동중앙서로8가길,한식,805127571,17104,29,71,11464,5640,2,50,48,57,43
3091,목동중앙서로8가길,중식,48649373,2556,45,55,1413,1143,2,61,37,59,41
3092,목동중앙서로8가길,분식,33145572,2702,15,85,2297,405,14,60,26,53,47
3093,목동중앙서로8가길,패스트푸드점,77320525,2786,42,58,1530,1256,1,25,74,58,43
3094,목동중앙서로8가길,커피점/카페,380685,39,10,90,35,4,0,77,23,74,26
3095,목동중앙서로8가길,유흥주점,57864060,424,34,66,279,145,0,0,100,87,13
3096,신목로2길,한식,24609067,803,20,80,639,164,0,0,100,64,36
3097,신목로2길,분식,158009222,17271,26,74,11556,5715,13,48,39,50,50
3098,신목로2길,닭/오리요리,57039129,2402,39,61,1400,1002,0,5,95,66,34
3099,신목로2길,제과제빵떡케익,271613410,33701,22982,68,22982,10719,18,32,50,43,57
3100,신목로2길,유흥주점,14947854,471,34,66,311,160,0,0,100,76,24
3101,신목로5길,한식,1166895959,36247,33,68,24773,11474,1,37,62,59,41
3102,신목로5길,일식/수산물,245597246,2871,2204,75,2204,667,0,48,52,61,40
3103,신목로5길,분식,27424162,4777,12,88,4214,563,0,37,63,50,50
3104,신목로5길,닭/오리요리,49252842,2196,38,62,1400,796,0,19,81,45,56
3105,신목로5길,제과제빵떡케익,7772582,783,666,85,666,117,5,74,21,22,78
3106,신목로5길,커피점/카페,55540095,5490,21,79,3904,1586,7,74,19,41,59
3107,신목로5길,유흥주점,185981903,4122,28,72,2821,1301,0,1,99,67,33
3108,신목로6길,한식,1621770458,56367,30,70,36838,19529,2,44,54,63,37
3109,신목로6길,일식/수산물,35034440,292,224,77,224,68,0,48,52,60,40
3110,신목로6길,분식,185780938,19941,28,72,14112,5829,10,57,33,55,46
3111,신목로6길,닭/오리요리,204761848,10773,34,66,6926,3847,1,8,91,58,43
3112,신목로6길,제과제빵떡케익,401614080,51918,35487,73,35487,16431,13,43,44,44,56
3113,신목로6길,커피점/카페,113749996,17849,33,67,12076,5773,7,68,25,40,60
3114,신목로6길,유흥주점,11826572,159,21,79,114,45,-1,12,89,84,16
3115,신월로15길,한식,1498057935,42459,32,68,28202,14257,2,32,66,62,38
3116,신월로15길,중식,78544421,3740,48,52,2063,1677,1,59,40,60,40
3117,신월로15길,분식,1327502046,114251,34,66,73618,40633,0,34,66,48,52
3118,신월로15길,패스트푸드점,177193986,6245,43,58,3588,2657,0,28,72,53,47
3119,신월로15길,닭/오리요리,164687249,5169,34,66,3226,1943,0,3,97,72,28
3120,신월로15길,제과제빵떡케익,407882078,46465,34969,75,34969,11496,11,45,44,40,60
3121,신월로15길,커피점/카페,19055355,4188,20,80,3030,1158,2,76,22,43,57
3122,신월로15길,유흥주점,303470080,8390,35,65,5334,3056,-1,2,99,76,24
3123,신월로20길,한식,242871696,13045,22,78,10071,2974,6,60,34,75,25
3124,신월로20길,패스트푸드점,96043066,3318,43,57,1899,1419,-1,41,60,48,52
3125,신월로20길,제과제빵떡케익,78568082,7191,5517,77,5517,1674,1,63,36,27,73
3126,오목로23길,한식,89099997,416,59,41,170,246,0,43,57,63,37
3127,오목로23길,분식,2795424,300,13,87,229,71,3,46,51,34,66
3128,오목로23길,커피점/카페,3003876,97,50,50,78,19,0,74,26,88,12
3129,오목로23길,유흥주점,16468039,374,14,86,299,75,9,7,84,89,11
3130,오목로30길,한식,1121814602,29104,29,71,18996,10108,2,30,68,54,46
3131,오목로30길,양식,1713823,105,17,83,89,16,0,95,5,72,28
3132,오목로30길,분식,106682863,4575,37,63,2897,1678,0,53,47,45,55
3133,오목로30길,닭/오리요리,56842961,2968,32,68,2007,961,-1,9,92,49,51
3134,오목로30길,제과제빵떡케익,80741112,7780,4931,63,4931,2849,11,67,22,32,68
3135,오목로30길,유흥주점,70466614,1521,24,76,1131,390,0,7,93,65,35
3136,오목로3길,한식,48778697,2293,34,66,1891,402,1,35,64,89,11
3137,오목로3길,닭/오리요리,7833492,555,4,96,536,19,0,72,28,76,24
3138,오목로3길,유흥주점,11130556,278,15,85,233,45,-1,0,101,60,40
3139,오목로5길,한식,413378310,21153,23,77,16285,4868,2,35,63,55,45
3140,오목로5길,중식,57612469,4616,36,64,2958,1658,-1,59,42,61,39
3141,오목로5길,분식,39115178,832,8,92,740,92,42,54,4,75,25
3142,오목로5길,닭/오리요리,57229680,4378,31,69,2890,1488,1,17,82,62,38
3143,오목로5길,제과제빵떡케익,280412593,36431,25291,69,25291,11140,25,43,32,36,64
3144,오목로5길,커피점/카페,57596705,7506,28,72,5135,2371,18,57,25,35,65
3145,오목로5길,유흥주점,256565239,7625,33,67,5124,2501,0,16,84,64,36
3146,은행정로5길,한식,1296630288,56711,30,70,39602,17109,0,42,58,56,44
3147,은행정로5길,중식,9607746,621,35,65,412,209,0,68,32,69,32
3148,은행정로5길,분식,123850057,7706,33,67,5203,2503,6,53,41,52,48
3149,은행정로5길,패스트푸드점,69658556,10702,37,63,7197,3505,12,42,46,49,51
3150,은행정로5길,닭/오리요리,97512078,4499,39,61,2777,1722,-1,12,89,53,47
3151,은행정로5길,제과제빵떡케익,307872144,32050,20379,63,20379,11671,15,44,41,39,61
3152,은행정로5길,커피점/카페,6185035,313,34,66,173,140,5,30,65,65,36
3153,은행정로5길,유흥주점,171508479,3907,38,62,2615,1292,1,0,99,71,29
3154,은행정로7길,한식,500782848,18418,28,72,12831,5587,4,38,58,65,36
3155,은행정로7길,중식,24582793,1531,40,60,925,606,1,58,41,66,34
3156,은행정로7길,일식/수산물,249933181,7884,5398,68,5398,2486,0,46,54,51,49
3157,은행정로7길,분식,148938550,16077,26,74,13107,2970,0,62,38,50,50
3158,은행정로7길,커피점/카페,12000000,13,0,100,13,0,0,67,33,0,100
3159,은행정로7길,유흥주점,319374957,13658,27,73,9598,4060,0,2,98,78,22
3160,중앙로25길,한식,22360029,834,24,76,636,198,1,58,41,68,32
3161,중앙로25길,닭/오리요리,47594853,2615,33,67,1732,883,0,6,94,68,32
3162,중앙로25길,커피점/카페,42793204,7355,25,76,5545,1810,22,57,21,47,53
3163,중앙로32길,한식,1218873422,44142,20,80,34538,9604,2,64,34,57,43
3164,중앙로32길,중식,103056910,5311,37,63,3339,1972,2,57,41,62,38
3165,중앙로32길,일식/수산물,43732521,563,481,85,481,82,0,55,45,76,24
3166,중앙로32길,양식,35415163,1791,14,86,1423,368,8,65,27,37,63
3167,중앙로32길,분식,197887811,21769,24,76,15549,6220,8,59,33,50,50
3168,중앙로32길,패스트푸드점,173502280,7427,43,57,4209,3218,0,50,50,43,57
3169,중앙로32길,닭/오리요리,145964049,6634,35,65,4083,2551,0,10,90,51,49
3170,중앙로32길,제과제빵떡케익,49986212,6845,5986,87,5986,859,7,55,38,33,67
3171,중앙로32길,커피점/카페,245980709,30914,24,76,23831,7083,12,69,19,49,52
3172,중앙로32길,유흥주점,265500677,3694,31,69,2622,1072,0,1,99,83,17
3173,중앙로36길,한식,657152800,12784,32,68,8929,3855,0,43,57,63,37
3174,중앙로36길,분식,245913416,10956,22,78,8521,2435,0,66,34,43,57
3175,중앙로36길,닭/오리요리,44792224,2094,41,59,1235,859,0,8,92,62,38
3176,중앙로36길,커피점/카페,73356115,9102,37,63,5956,3146,2,68,30,44,56
3177,중앙로36길,유흥주점,98600047,2843,30,70,1978,865,0,0,100,64,36
3178,중앙로45길,한식,157857859,4675,23,77,3518,1157,3,38,59,67,33
3179,중앙로45길,중식,79604961,2569,41,59,1518,1051,0,54,46,58,42
3180,중앙로45길,양식,35087494,2403,34,66,1603,800,2,47,51,44,57
3181,중앙로45길,분식,194092556,23747,26,74,17683,6064,15,42,43,51,49
3182,중앙로45길,패스트푸드점,615280824,75440,33,68,50905,24535,6,38,56,52,48
3183,중앙로45길,커피점/카페,35993042,4537,49,51,2328,2209,0,77,23,32,69
3184,중앙로45길,유흥주점,96943586,3138,24,76,2242,896,1,2,97,53,47
3185,중앙로51길,한식,280573481,6038,18,82,4466,1572,2,11,87,55,45
3186,중앙로51길,분식,36714430,5448,22,78,4239,1209,20,49,31,60,40
3187,중앙로51길,패스트푸드점,48632314,3767,38,62,2345,1422,0,30,70,54,46
3188,중앙로51길,닭/오리요리,44188102,3100,30,71,2200,900,0,17,83,48,52
3189,중앙로51길,제과제빵떡케익,300848554,33726,24505,72,24505,9221,10,36,54,38,62
3190,중앙로51길,커피점/카페,8571579,1541,19,82,1259,282,4,64,32,50,50
3191,중앙로51길,유흥주점,102095485,2467,33,67,1684,783,0,8,92,78,23
3192,지양로7길,한식,463545080,17677,32,68,11687,5990,2,24,74,69,31
3193,지양로7길,양식,27990257,1569,41,59,922,647,0,45,55,47,53
3194,지양로7길,분식,581964495,48612,31,70,33548,15064,5,30,65,57,43
3195,지양로7길,패스트푸드점,123398437,11149,40,60,6789,4360,-1,26,75,47,53
3196,지양로7길,닭/오리요리,239184325,12236,37,63,7895,4341,1,16,83,54,46
3197,지양로7길,제과제빵떡케익,202908335,25098,16840,68,16840,8258,15,37,48,45,55
3198,지양로7길,커피점/카페,37760573,5844,37,63,3694,2150,13,55,32,40,60
3199,지양로7길,유흥주점,253768615,6557,40,60,4097,2460,0,0,100,80,20
3200,화곡로3길,한식,114445748,4219,20,80,3214,1005,0,49,51,56,44
3201,화곡로3길,중식,82276945,3983,37,63,2506,1477,1,58,41,65,35
3202,화곡로3길,분식,16728235,1284,6,94,1204,80,2,89,9,62,38
3203,화곡로3길,닭/오리요리,377674,23,0,100,23,0,0,0,100,78,22
3204,화곡로3길,커피점/카페,23373121,3548,10,90,3138,410,6,78,16,42,59
3205,화곡로4길,한식,1147357632,38017,22,78,28081,9936,1,47,52,66,34
3206,화곡로4길,중식,23671350,1501,32,68,1006,495,1,51,48,77,23
3207,화곡로4길,분식,45172251,4523,22,79,3507,1016,4,44,52,49,52
3208,화곡로4길,제과제빵떡케익,184991971,17417,12794,73,12794,4623,22,31,47,43,57
3209,화곡로4길,커피점/카페,133084572,26216,22,78,19538,6678,13,52,35,59,41
3210,화곡로4길,유흥주점,10790878,308,42,58,197,111,0,2,98,74,26
3211,가로공원로76가길,한식,178008909,3704,29,71,2244,1460,3,23,74,63,37
3212,가로공원로76가길,분식,31935209,4154,30,70,2914,1240,28,50,22,50,50
3213,가로공원로76가길,닭/오리요리,84864086,3964,34,66,2603,1361,-1,7,94,50,50
3214,가로공원로76가길,커피점/카페,3682911,619,26,74,487,132,12,67,21,53,47
3215,가로공원로76가길,유흥주점,28865881,839,29,71,564,275,0,0,100,73,27
3216,가로공원로80길,한식,109284585,2860,39,61,1830,1030,1,43,56,58,42
3217,가로공원로80길,커피점/카페,31467192,4441,36,64,2841,1600,9,60,31,35,65
3218,강서로15길,한식,667600318,14396,28,72,9423,4973,0,45,55,61,39
3219,강서로15길,중식,151025660,7307,45,55,3997,3310,4,60,36,60,40
3220,강서로15길,일식/수산물,18000000,683,556,81,556,127,-1,42,59,41,59
3221,강서로15길,분식,89255889,7108,44,56,4051,3057,0,28,72,40,60
3222,강서로15길,닭/오리요리,133563623,6063,38,62,3715,2348,-1,9,92,60,41
3223,강서로15길,제과제빵떡케익,26928663,3780,2772,73,2772,1008,6,33,61,43,57
3224,강서로15길,커피점/카페,20264422,3750,41,59,2197,1553,9,57,34,57,43
3225,강서로15길,유흥주점,25292976,844,35,65,529,315,-1,0,101,78,22
3226,강서로17가길,한식,125578718,8879,37,63,5589,3290,0,54,46,65,35
3227,강서로17가길,분식,16162043,2366,12,89,2084,282,3,28,69,47,53
3228,강서로17가길,패스트푸드점,11459469,477,42,58,277,200,0,23,77,60,40
3229,강서로17가길,닭/오리요리,7263367,310,29,71,220,90,0,3,97,52,49
3230,강서로18길,한식,526171348,14503,34,66,9187,5316,1,16,83,54,46
3231,강서로18길,중식,58482010,2463,33,67,1810,653,-1,40,61,58,42
3232,강서로18길,분식,73162677,3029,36,65,1970,1059,3,28,69,56,44
3233,강서로18길,패스트푸드점,13858936,1099,40,60,654,445,1,27,72,56,44
3234,강서로18길,닭/오리요리,11086954,705,46,54,399,306,3,20,77,61,40
3235,강서로18길,제과제빵떡케익,87589328,11617,8042,73,8042,3575,14,29,57,44,57
3236,강서로18길,커피점/카페,16312862,3145,43,57,1791,1354,1,58,41,43,57
3237,강서로18길,유흥주점,298278028,13616,31,69,10891,2725,0,4,96,59,41
3238,강서로29길,한식,1362797,51,0,100,51,0,15,74,11,67,33
3239,강서로29길,중식,51537347,2252,37,64,1432,820,-1,53,48,49,51
3240,강서로29길,양식,54101957,4684,15,85,3973,711,0,61,39,38,62
3241,강서로29길,분식,43285106,4886,28,72,3595,1291,2,45,53,50,50
3242,강서로29길,패스트푸드점,175565884,20208,26,74,15022,5186,11,45,44,37,63
3243,강서로29길,닭/오리요리,77703487,3392,39,61,2072,1320,1,18,81,48,52
3244,강서로29길,커피점/카페,43852208,8113,24,76,6224,1889,17,47,36,34,66
3245,강서로29길,유흥주점,156297088,2124,36,64,1283,841,0,0,100,63,37
3246,강서로35길,한식,158259402,4748,21,79,3798,950,0,18,82,69,32
3247,강서로35길,일식/수산물,9396285,297,196,67,196,101,-1,2,99,53,47
3248,강서로35길,분식,30292007,1596,32,68,1052,544,0,22,78,47,53
3249,강서로35길,커피점/카페,6363130,934,19,81,744,190,7,76,17,31,69
3250,강서로35길,유흥주점,49039865,1120,21,79,780,340,0,51,49,76,25
3251,강서로45길,한식,894850235,40057,29,71,29344,10713,2,26,72,58,42
3252,강서로45길,중식,17409079,295,38,62,187,108,0,0,100,68,33
3253,강서로45길,일식/수산물,537514819,28126,21132,74,21132,6994,0,42,58,47,53
3254,강서로45길,분식,315773034,30443,31,69,20885,9558,11,30,59,44,56
3255,강서로45길,패스트푸드점,250817002,10626,36,64,6779,3847,-1,29,72,51,49
3256,강서로45길,닭/오리요리,191244792,11217,32,68,7462,3755,0,7,93,57,43
3257,강서로45길,제과제빵떡케익,18891443,2663,2061,77,2061,602,9,62,29,24,76
3258,강서로45길,커피점/카페,292733907,56459,32,68,37515,18944,10,61,29,34,66
3259,강서로45길,유흥주점,434864648,13779,34,66,9488,4291,0,1,99,65,35
3260,강서로45다길,한식,586134272,14502,68,68,9510,4992,1,24,75,54,46
3261,강서로45다길,분식,20390421,2759,61,61,1681,1078,5,51,44,49,51
3262,강서로45다길,닭/오리요리,70453790,6920,63,63,4477,2443,0,24,76,46,54
3263,강서로45다길,제과제빵떡케익,82963770,10450,22,78,8215,2235,10,57,33,36,64
3264,강서로45다길,커피점/카페,33236158,3864,59,59,2276,1588,7,57,36,34,66
3265,강서로45다길,유흥주점,119673028,3923,69,69,2700,1223,0,0,100,64,36
3266,강서로47길,한식,458973503,16345,23,77,12405,3940,4,41,55,57,43
3267,강서로47길,양식,11804100,792,39,61,478,314,0,55,45,66,34
3268,강서로47길,분식,366804326,25825,23,77,19607,6218,5,45,50,49,51
3269,강서로47길,패스트푸드점,213054142,14725,26,74,11233,3492,6,32,62,47,53
3270,강서로47길,닭/오리요리,149296005,6627,42,58,4075,2552,-1,9,92,48,52
3271,강서로47길,제과제빵떡케익,55326349,6856,5619,82,5619,1237,27,56,17,41,59
3272,강서로47길,커피점/카페,112228014,15155,28,72,10687,4468,19,56,25,47,53
3273,강서로47길,유흥주점,39181901,1412,20,80,982,430,0,0,100,60,40
3274,강서로47라길,한식,105596521,3155,81,81,2545,610,12,54,34,68,32
3275,강서로47라길,중식,87786944,4975,64,64,3171,1804,1,57,42,61,39
3276,강서로47라길,분식,13554082,3241,96,96,3108,133,20,47,33,33,67
3277,강서로47라길,커피점/카페,7906227,1239,94,94,1149,90,24,60,16,28,72
3278,강서로5가길,한식,3735536173,135395,32,68,89652,45743,3,26,71,68,32
3279,강서로5가길,중식,134923342,2310,31,69,1600,710,0,2,98,63,37
3280,강서로5가길,일식/수산물,21103430,635,472,73,472,163,0,1,99,69,31
3281,강서로5가길,양식,108397031,12878,34,66,8506,4372,14,23,63,60,40
3282,강서로5가길,분식,242270132,25334,25,75,18465,6869,8,28,64,60,41
3283,강서로5가길,닭/오리요리,440974501,16555,29,71,11501,5054,0,3,97,67,33
3284,강서로5가길,커피점/카페,101909201,14159,37,63,9391,4768,5,35,60,62,38
3285,강서로5가길,유흥주점,957534446,26087,33,67,16934,9153,0,1,99,71,29
3286,강서로5나길,한식,1793248604,47714,72,72,33214,14500,5,19,76,70,30
3287,강서로5나길,중식,41582762,2427,72,72,1788,639,1,47,52,81,19
3288,강서로5나길,일식/수산물,68138190,1197,43,57,683,514,0,5,95,66,34
3289,강서로5나길,닭/오리요리,8573927,408,57,57,232,176,8,5,87,69,31
3290,강서로5나길,제과제빵떡케익,11266178,1272,37,63,800,472,11,11,78,68,32
3291,강서로5나길,유흥주점,1279757967,28892,62,62,17883,11009,3,1,96,72,28
3292,강서로5라길,한식,4778596,383,95,95,363,20,0,96,4,68,32
3293,강서로5라길,중식,48658183,2312,57,57,1346,966,2,64,34,64,36
3294,강서로5라길,패스트푸드점,81823790,3302,52,52,1673,1629,0,20,80,61,39
3295,강서로8길,한식,995440939,23855,25,75,16586,7269,3,42,55,60,40
3296,강서로8길,양식,191218925,7894,32,68,5583,2311,0,50,50,40,60
3297,강서로8길,분식,14700980,1020,31,69,707,313,10,56,34,54,46
3298,강서로8길,닭/오리요리,246087065,9411,33,68,6377,3034,-1,4,97,55,46
3299,강서로8길,제과제빵떡케익,562432680,60345,45385,75,45385,14960,24,39,37,37,63
3300,강서로8길,커피점/카페,116417987,18018,29,71,12762,5256,9,53,38,48,52
3301,강서로8길,유흥주점,81929290,2327,30,70,1628,699,-1,4,97,71,30
3302,개화동로23길,한식,1079424726,66639,21,79,45744,20895,8,51,41,80,20
3303,개화동로23길,분식,102819854,11609,48,52,8037,3572,12,51,37,76,24
3304,개화동로23길,커피점/카페,41160855,6770,34,66,4463,2307,13,53,34,48,52
3305,개화동로23길,유흥주점,122651778,3432,22,78,2565,867,0,4,96,82,18
3306,개화동로25길,한식,499211592,18952,18,82,14214,4738,4,56,40,73,27
3307,개화동로25길,분식,6001496,460,15,85,390,70,25,71,4,76,24
3308,개화동로25길,닭/오리요리,12035219,688,25,75,518,170,0,1,99,55,45
3309,개화동로25길,커피점/카페,15667881,2612,30,70,1848,764,10,64,26,47,53
3310,개화동로25길,유흥주점,97058738,2509,15,85,2051,458,0,2,98,65,35
3311,곰달래로25길,한식,660600739,17233,16,84,11738,5495,2,40,58,38,62
3312,곰달래로25길,일식/수산물,23545417,562,385,69,385,177,-1,7,94,75,25
3313,곰달래로25길,분식,44492734,897,34,66,510,387,0,9,91,64,37
3314,곰달래로25길,패스트푸드점,38253996,1503,48,52,771,732,-1,20,81,58,42
3315,곰달래로25길,닭/오리요리,141152518,7406,34,66,4966,2440,0,9,91,53,47
3316,곰달래로25길,제과제빵떡케익,18850328,3298,2447,74,2447,851,12,31,57,54,47
3317,곰달래로25길,커피점/카페,107921427,15932,34,66,10565,5367,8,55,37,38,62
3318,곰달래로31길,한식,42726271,2403,21,79,1902,501,0,71,29,87,13
3319,곰달래로31길,중식,28595017,574,49,51,296,278,0,0,100,58,43
3320,곰달래로31길,분식,164867752,7652,21,79,5270,2382,1,47,52,45,55
3321,곰달래로31길,패스트푸드점,75093007,5929,44,56,3342,2587,-1,27,74,48,52
3322,곰달래로31길,커피점/카페,25505871,6168,14,87,5393,775,20,69,11,31,69
3323,곰달래로31길,유흥주점,186294841,5434,31,69,3777,1657,0,2,98,61,39
3324,곰달래로47길,닭/오리요리,14224871,517,30,70,382,135,0,3,97,68,33
3325,곰달래로47길,커피점/카페,14824650,2586,32,68,1778,808,18,43,39,44,56
3326,곰달래로47길,유흥주점,52282609,1258,31,69,863,395,0,0,100,64,36
3327,곰달래로53길,한식,28538390,1680,19,81,1392,288,23,77,0,92,9
3328,곰달래로53길,중식,27237375,1524,38,62,946,578,1,61,38,63,37
3329,곰달래로53길,분식,31661222,2634,22,78,1957,677,9,64,27,21,79
3330,곰달래로53길,패스트푸드점,43587921,6122,25,75,4576,1546,16,49,35,51,49
3331,곰달래로60길,한식,2281824170,53816,24,76,37552,16264,0,38,62,60,40
3332,곰달래로60길,중식,250642998,10164,36,64,6334,3830,0,57,43,61,40
3333,곰달래로60길,패스트푸드점,260174819,25367,33,68,17095,8272,2,35,63,59,41
3334,곰달래로60길,닭/오리요리,27232610,947,32,68,639,308,0,7,93,46,54
3335,곰달래로60길,커피점/카페,353044235,55248,32,68,39730,15518,8,53,39,52,48
3336,곰달래로60길,유흥주점,364768811,10039,29,71,6428,3611,1,0,99,72,28
3337,공항대로38길,한식,1928599394,19715,24,76,14202,5513,0,37,63,57,43
3338,공항대로38길,중식,48857572,1668,34,66,1116,552,0,58,42,65,35
3339,공항대로38길,커피점/카페,274092427,38939,34,66,25963,12976,12,58,30,53,47
3340,공항대로38길,유흥주점,136402731,2557,25,75,1907,650,-1,2,99,77,23
3341,공항대로42길,한식,580898478,23503,18,82,18869,4634,0,64,36,60,40
3342,공항대로42길,분식,34093073,3357,24,77,2596,761,14,57,29,51,49
3343,공항대로42길,닭/오리요리,37794099,1904,35,65,1227,677,0,22,78,49,51
3344,공항대로42길,제과제빵떡케익,351541253,34214,24533,72,24533,9681,20,39,41,46,54
3345,공항대로42길,커피점/카페,99902576,13718,17,83,11009,2709,24,59,17,51,49
3346,공항대로42길,유흥주점,8469476,78,16,84,63,15,0,0,100,93,7
3347,공항대로55길,한식,173864994,4178,9,91,3826,352,5,75,20,61,39
3348,공항대로55길,일식/수산물,3795935,96,90,95,90,6,0,82,18,85,15
3349,공항대로55길,분식,93604177,6693,6,94,6228,465,4,65,31,43,57
3350,공항대로55길,패스트푸드점,9064485,463,48,52,245,218,0,38,62,48,52
3351,공항대로55길,닭/오리요리,16527506,1132,21,79,888,244,-1,2,99,49,51
3352,공항대로55길,커피점/카페,191992166,9830,15,85,8348,1482,31,61,8,52,49
3353,공항대로59길,한식,1927164487,41393,23,77,32514,8879,-1,35,66,61,39
3354,공항대로59길,커피점/카페,161557343,22911,18,82,17262,5649,13,59,28,45,55
3355,공항대로59길,유흥주점,281167034,6099,25,75,4407,1692,-1,0,101,69,31
3356,공항대로59다길,한식,279488363,11873,75,75,8698,3175,5,56,39,65,36
3357,공항대로59다길,중식,120628712,5246,66,66,3491,1755,2,53,45,63,37
3358,공항대로59다길,분식,7711284,1176,95,95,1064,112,11,78,11,41,59
3359,공항대로59다길,닭/오리요리,145642202,6508,63,63,3893,2615,-1,8,93,53,47
3360,공항대로59다길,커피점/카페,94146968,15906,77,77,12118,3788,20,52,28,49,51
3361,공항대로59다길,유흥주점,65534094,2186,73,73,1556,630,0,3,97,63,37
3362,공항대로61길,한식,594646438,21534,23,77,16478,5056,3,42,55,63,37
3363,공항대로61길,분식,84095839,10770,21,79,8511,2259,9,40,51,50,50
3364,공항대로61길,닭/오리요리,85064277,3037,20,80,2444,593,-1,2,99,54,46
3365,공항대로61길,제과제빵떡케익,26379275,3616,3088,85,3088,528,18,50,32,42,58
3366,공항대로61길,커피점/카페,378533650,25892,29,71,17735,8157,10,56,34,40,60
3367,공항대로61길,유흥주점,265422895,8011,31,69,5721,2290,0,1,99,65,35
3368,공항대로8길,한식,617561221,22318,24,76,17244,5074,2,44,54,65,35
3369,공항대로8길,중식,251157808,3540,31,69,2452,1088,0,10,90,72,29
3370,공항대로8길,일식/수산물,19729073,1857,1618,87,1618,239,0,71,29,60,41
3371,공항대로8길,분식,201655466,13880,31,70,9612,4268,7,49,44,50,50
3372,공항대로8길,패스트푸드점,8249605,621,37,63,390,231,0,20,80,74,26
3373,공항대로8길,닭/오리요리,284699785,10724,31,69,7219,3505,1,10,89,65,35
3374,공항대로8길,제과제빵떡케익,15942101,1662,1270,77,1270,392,6,42,52,56,44
3375,공항대로8길,커피점/카페,39634696,7224,36,64,4709,2515,10,60,30,49,51
3376,공항대로8길,유흥주점,166644594,2790,23,77,2117,673,0,0,100,66,34
3377,국회대로7길,한식,56103505,1841,16,84,1453,388,8,57,35,66,34
3378,까치산로4길,한식,45784248,3037,16,84,2426,611,4,67,29,62,38
3379,까치산로4길,중식,3032767,134,52,48,65,69,2,55,43,66,34
3380,까치산로4길,분식,81256557,7971,20,80,6100,1871,6,43,51,44,56
3381,까치산로4길,패스트푸드점,38566326,2537,47,53,1350,1187,0,31,69,55,45
3382,까치산로4길,닭/오리요리,108033598,8527,27,73,6096,2431,-1,8,93,59,42
3383,까치산로4길,제과제빵떡케익,85677043,9186,6827,74,6827,2359,8,44,48,25,75
3384,까치산로4길,커피점/카페,67341961,11693,39,61,7635,4058,7,63,30,43,57
3385,까치산로4길,유흥주점,62340111,2505,35,65,1595,910,0,0,100,63,37
3386,남부순환로11길,한식,427580796,22809,20,80,18459,4350,5,55,40,72,29
3387,남부순환로11길,중식,29044425,1833,17,84,1531,302,1,72,27,71,29
3388,남부순환로11길,분식,49836310,2734,15,85,2195,539,0,60,40,38,62
3389,남부순환로11길,제과제빵떡케익,5119540,1111,965,89,965,146,5,39,56,40,60
3390,남부순환로11길,커피점/카페,59467113,9044,20,80,7082,1962,9,73,18,51,49
3391,남부순환로11길,유흥주점,70188847,1855,24,76,1387,468,0,0,100,68,32
3392,등촌로13길,한식,140744420,4823,27,74,3438,1385,1,58,41,52,48
3393,등촌로13길,유흥주점,16896424,467,28,72,336,131,0,0,100,60,40
3394,등촌로39길,한식,115472397,4519,19,81,3623,896,0,53,47,52,48
3395,등촌로39길,분식,138844212,15270,23,78,11850,3420,8,42,50,51,49
3396,등촌로39길,패스트푸드점,29277228,1984,41,59,1173,811,0,34,66,55,46
3397,등촌로39길,닭/오리요리,125392036,5761,39,61,3849,1912,0,4,96,59,41
3398,등촌로39길,제과제빵떡케익,142587415,16686,11740,70,11740,4946,18,35,47,40,60
